eps,eTiOT,eTAOT(w = 0.1),eTAOT(w = 0.5),eTAOT(w = 2.5)
0.05,0.00952380952380949,0.0,0.00952380952380949,0.01904761904761909
0.06,0.00952380952380949,0.0,0.00952380952380949,0.01904761904761909
0.07,0.00952380952380949,0.0,0.00952380952380949,0.01904761904761909
0.08,0.00952380952380949,0.0,0.00952380952380949,0.01904761904761909
0.09,0.00952380952380949,0.0,0.00952380952380949,0.02857142857142858
0.1,0.00952380952380949,0.0,0.00952380952380949,0.02857142857142858
