eps,eTiOT,eTAOT(w = w*),eTAOT(w = 1.0),eTAOT(w = 5),eTAOT(w = 25)
0.01,0.12311265969802554,0.12195121951219512,0.12543554006968638,0.1265969802555168,0.10569105691056913
0.02,0.1265969802555168,0.12543554006968638,0.13008130081300817,0.12891986062717775,0.11382113821138207
0.03,0.1312427409988386,0.12775842044134722,0.132404181184669,0.13472706155632985,0.11265969802555165
0.04,0.13472706155632985,0.1312427409988386,0.13588850174216027,0.1382113821138211,0.11149825783972123
0.05,0.13588850174216027,0.13472706155632985,0.1382113821138211,0.13937282229965153,0.11846689895470386
0.06,0.13472706155632985,0.13356562137049943,0.14053426248548195,0.14401858304297332,0.12195121951219512
