eps,eTiOT,eTAOT(w = 0.02),eTAOT(w = 0.1),eTAOT(w = 0.5)
0.05,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.06,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.07,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.08,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.09,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.1,0.19999999999999996,0.30000000000000004,0.30000000000000004,0.30000000000000004
