eps,eTiOT
0.01,0.474025974025974
0.02,0.487012987012987
0.03,0.512987012987013
0.04,0.525974025974026
0.05,0.5454545454545454
0.06,0.564935064935065
0.07,0.551948051948052
0.08,0.512987012987013
0.09,0.525974025974026
0.1,0.5194805194805194
