eps,eTiOT
0.01,0.2681159420289855
0.02,0.26086956521739135
0.03,0.26086956521739135
0.04,0.26086956521739135
0.05,0.25
0.06,0.25724637681159424
0.07,0.25
0.08,0.26449275362318836
0.09,0.2536231884057971
0.1,0.26086956521739135
