eps,eTiOT,eTAOT(w = w*),eTAOT(w = 0.08),eTAOT(w = 0.4),eTAOT(w = 2.0)
0.04,0.25724637681159424,0.2753623188405797,0.24275362318840576,0.25,0.28623188405797106
0.06,0.25,0.30797101449275366,0.25,0.26086956521739135,0.28623188405797106
0.08,0.25,0.28260869565217395,0.2536231884057971,0.26449275362318836,0.28985507246376807
0.1,0.26449275362318836,0.28985507246376807,0.26449275362318836,0.26086956521739135,0.3115942028985508
