eps,eTiOT,eTAOT(w = w*),eTAOT(w = 0.2),eTAOT(w = 1),eTAOT(w = 5)
0.04,0.12220447284345048,0.11980830670926512,0.10782747603833864,0.10702875399361023,0.12220447284345048
0.06,0.1230031948881789,0.12140575079872207,0.10862619808306706,0.10782747603833864,0.12220447284345048
0.08,0.12380191693290732,0.12140575079872207,0.10862619808306706,0.110223642172524,0.12380191693290732
0.1,0.12460063897763574,0.12220447284345048,0.10782747603833864,0.11102236421725242,0.12539936102236426
