len,TiOT,TAOT,eTiOT,eTAOT
200,0.7857856999999999,0.0028602000000006456,0.017941199999999213,0.0051386999999998295
400,8.222003999999998,0.01065579999999855,0.10418130000000048,0.009072700000000822
600,34.0024162,0.034950699999996004,0.22943270000000382,0.035451600000001804
800,,0.05438190000000276,0.409287599999999,0.039574000000001774
1000,,0.09184860000000583,0.5972243999999876,0.0750850000000014
1200,,0.14663269999999784,0.8469426000000055,0.09107849999999473
