len,TiOT,TAOT,eTiOT,eTAOT
100,0.11079119999999953,0.001455500000000498,0.03942089999999965,0.0075606000000005835
200,0.8972136000000006,0.0033428999999998155,0.07840520000000062,0.008370499999999836
