len,TiOT,eTiOT,fast_eTiOT,TAOT,eTAOT
100,0.16695100000015373,0.3750264000000243,0.11847509999961403,0.030957500000113214,0.10129949999964083
125,0.3016772000000856,0.39052970000011555,0.1457484000002296,0.04449910000039381,0.09208769999986544
150,0.5086218000001281,0.24720969999998488,0.11837759999980335,0.07293170000002647,0.09307010000020455
175,,0.7666615000002821,0.1945255000000543,,0.14788660000021991
200,,1.0852003999998487,0.264063100000385,,0.19058469999981753
