eps,eTiOT,eTAOT
0.005,0.45112781954887216,0.44611528822055135
0.01,0.4436090225563909,0.43609022556390986
0.015,0.4536340852130326,0.443609022556391
0.02,0.45112781954887216,0.443609022556391
0.025,0.44110275689223055,0.443609022556391
0.03,0.4536340852130326,0.44611528822055135
0.035,0.46616541353383456,0.44110275689223055
0.04,0.45614035087719296,0.443609022556391
0.045,0.4486215538847117,0.45112781954887227
0.05,0.443609022556391,0.4385964912280701
0.055,0.4385964912280702,0.4285714285714285
0.06,0.43107769423558884,0.42606516290726815
0.065,0.4285714285714285,0.4335839598997494
0.07,0.43107769423558906,0.4335839598997494
0.075,0.43107769423558906,0.4235588972431078
0.08,0.4285714285714286,0.4285714285714285
0.085,0.4335839598997494,0.43609022556390975
0.09,0.43609022556390986,0.4235588972431077
0.095,0.43609022556390975,0.4235588972431077
0.1,0.4335839598997494,0.43609022556390975
Final error,0.4675324675324676,0.474025974025974
