eps,eTiOT,eTAOT
0.01,0.24000299255601698,0.2299592264242697
0.02,0.24748438259828676,0.25750944525492836
0.03,0.2574907417798228,0.24245314779486027
0.04,0.2649534283469869,0.24995324131223573
0.05,0.27499719447873405,0.24997194478734153
0.06,0.26255938353346053,0.2499906482624472
0.07,0.25752814873003393,0.2624658661579322
0.08,0.2500280552126585,0.2574346313545056
0.09,0.2499906482624472,0.2399655856058055
0.1,0.25249691392660756,0.24744697564807538
Final error,0.4675324675324676,0.487012987012987
