eps,eTiOT,eTAOT
0.005,0.22498410204616015,0.23755283731717347
0.01,0.22251524333221118,0.23255900946395835
0.015,0.22745296076010924,0.24754049302360392
0.02,0.23489694385216764,0.24746567912318118
0.025,0.22984700557363558,0.23745931994164515
0.03,0.21984064639209977,0.24737216174765264
0.035,0.20484045935734863,0.23734709909101115
0.04,0.20487786630756,0.22992181947405832
0.045,0.2098716941607751,0.21999027419294503
0.05,0.2098903976358808,0.20996521153630354
0.055,0.2074402423970373,0.20998391501140912
0.06,0.20996521153630354,0.2124714772004639
0.065,0.21494033591441297,0.20495268020798274
0.07,0.21742789810346774,0.19747129016571285
0.075,0.20745894587214309,0.20248382149403366
0.08,0.2224778363819997,0.1999588523547674
0.085,0.217465305053679,0.19994014887966183
0.09,0.23500916470280175,0.20246511801892797
0.095,0.24005910298133404,0.21499644633972992
0.1,0.24004039950622824,0.21497774286462423
Final error,0.24878048780487805,0.23414634146341462
