eps,eTiOT,eTAOT
0.01,0.16803741913762849,0.1540172666714762
0.02,0.16804944328211047,0.16202534689656822
0.03,0.17204145925017433,0.16803741913762826
0.04,0.1740374672342062,0.17004545126614234
0.05,0.18003751533078416,0.17005747541062455
0.06,0.18003751533078416,0.18003751533078416
0.07,0.17802948320227008,0.18006156361974845
0.08,0.18002549118630196,0.18004953947526625
0.09,0.17802948320227008,0.18203352331481615
0.1,0.18402953129884814,0.18804559555587608
Final error,0.12,0.11360000000000003
