eps,eTiOT,eTAOT
0.005,0.15600125051102598,0.153993218382512
0.01,0.15999326647909007,0.1559772022220619
0.015,0.16200129860760415,0.15396917009354782
0.02,0.16599331457566802,0.1579611860616117
0.025,0.1659812904311858,0.1579611860616117
0.03,0.17198133852776376,0.16196522617415765
0.035,0.16998533054373188,0.16396123415818964
0.04,0.17198133852776376,0.16594521799773954
0.045,0.17199336267224574,0.16595724214222152
0.05,0.16998533054373188,0.16795325012625362
0.055,0.16996128225476748,0.17395329822283145
0.06,0.17396532236731355,0.17196931438328156
0.065,0.17195729023879958,0.17196931438328156
0.07,0.17395329822283145,0.1779573383353773
0.075,0.1779573383353773,0.17596133035134542
0.08,0.17794531419089532,0.1779573383353773
0.085,0.17794531419089532,0.18197340259240546
0.09,0.17594930620686344,0.1779813866243417
0.095,0.17594930620686344,0.18398143472091955
0.1,0.17394127407834936,0.18198542673688767
Final error,0.12480000000000002,0.11360000000000003
