eps,eTiOT,eTAOT
0.005,0.2350091647028018,0.2250776194216884
0.01,0.2249841020461601,0.2325777129390641
0.015,0.2449968204092321,0.2500841656379755
0.02,0.2499532413122357,0.2650095387723038
0.025,0.2624658661579322,0.2699846631504133
0.03,0.2649908352971982,0.2649908352971982
0.035,0.2699659596753078,0.2499532413122359
0.04,0.2674409905360416,0.2624471626828265
0.045,0.2749784910036285,0.2599408970186659
0.05,0.2624658661579321,0.257472038304717
0.055,0.2674596940111473,0.2599596004937717
0.06,0.257472038304717,0.2499532413122357
0.065,0.2624471626828265,0.2499532413122359
0.07,0.2649347248718813,0.257472038304717
0.075,0.2674596940111473,0.257472038304717
0.08,0.2750158979538399,0.2500093517375529
0.085,0.2800097258070551,0.2525343208768188
0.09,0.2675345079115699,0.2500280552126585
0.095,0.2799910223319491,0.2500467586877642
0.1,0.2824972879961097,0.2500654621628698
Final error,0.4935064935064935,0.487012987012987
eps_final_error,0.01,0.005
eps_final_error_grid001,0.01,0.01
final_error_grid001,0.4935064935064935,0.487012987012987
