eps,eTiOT,eTAOT
0.01,0.22747166423521492,0.22747166423521492
0.02,0.2399468821306998,0.23745931994164515
0.03,0.24243444431975458,0.24995324131223595
0.04,0.25492836569034527,0.24737216174765264
0.05,0.24488459955859787,0.2548909587401339
0.06,0.2498597239367074,0.2548722552650283
0.07,0.2549096622152396,0.25986608311824344
0.08,0.26732876968540753,0.25986608311824344
0.09,0.25236598960086776,0.26485991097145856
0.1,0.26485991097145856,0.25483484831481695
Final error,0.3525179856115108,0.36690647482014394
