eps,eTiOT,eTAOT
0.01,0.20999999999999996,0.21666666666666667
0.02,0.21166666666666656,0.21166666666666656
0.03,0.21166666666666656,0.21833333333333327
0.04,0.21666666666666667,0.22166666666666668
0.05,0.21166666666666656,0.22166666666666668
0.06,0.22000000000000008,0.22499999999999998
0.07,0.22666666666666657,0.21999999999999986
0.08,0.23833333333333329,0.23166666666666658
0.09,0.2316666666666668,0.23833333333333329
0.1,0.23833333333333329,0.23166666666666658
Final error,0.2717391304347826,0.24637681159420288
