eps,eTiOT,eTAOT
0.01,0.15873015873015872,0.11111111111111116
0.02,0.15873015873015872,0.11111111111111116
0.03,0.15873015873015872,0.11111111111111116
0.04,0.15873015873015872,0.11111111111111116
0.05,0.15873015873015872,0.11111111111111116
0.06,0.15873015873015872,0.15873015873015872
0.07,0.15873015873015872,0.15873015873015872
0.08,0.15873015873015872,0.15873015873015872
0.09,0.15873015873015872,0.15873015873015872
0.1,0.15873015873015872,0.15873015873015872
Final error,0.1797004991680532,0.1797004991680532
