eps,eTiOT,eTAOT
0.005,0.2300340403246923,0.2250776194216884
0.01,0.2350091647028017,0.2325777129390641
0.015,0.252478210451502,0.2500841656379755
0.02,0.2549657726405566,0.2650095387723038
0.025,0.2649721318220925,0.2699846631504133
0.03,0.2624658661579321,0.2649908352971982
0.035,0.2674783974862529,0.2499532413122359
0.04,0.264953428346987,0.2624471626828265
0.045,0.2749410840534172,0.2599408970186659
0.05,0.2724535218643623,0.257472038304717
0.055,0.2699659596753077,0.2599596004937717
0.06,0.2649721318220925,0.2499532413122357
0.065,0.2624845696330378,0.2499532413122359
0.07,0.2674596940111473,0.257472038304717
0.075,0.2649347248718811,0.257472038304717
0.08,0.2624471626828265,0.2500093517375529
0.085,0.264953428346987,0.2525343208768188
0.09,0.2649721318220925,0.2500280552126585
0.095,0.2674783974862529,0.2500467586877642
0.1,0.2699846631504133,0.2500654621628698
Final error,0.461038961038961,0.487012987012987
eps_final_error,0.005,0.005
eps_final_error_grid001,0.01,0.01
final_error_grid001,0.4675324675324676,0.487012987012987
