eps,eTiOT
0.01,0.2275090711854263
0.02,0.25498447611566233
0.03,0.2624845696330379
0.04,0.26497213182209256
0.05,0.25997830396887744
0.06,0.2624845696330378
0.07,0.2499906482624471
0.08,0.2650282422474096
0.09,0.27503460142894554
0.1,0.27499719447873405
Final error,0.474025974025974
