eps,eTiOT,eTAOT
0.01,0.24243444431975458,0.242415740844649
0.02,0.24495941345902084,0.23493435080237912
0.03,0.24490330303370378,0.23489694385216764
0.04,0.23990947518048855,0.23242808513821878
0.05,0.2524221000261849,0.23990947518048855
0.06,0.24243444431975458,0.25240339655107924
0.07,0.24744697564807538,0.2699098492499906
0.08,0.24991583436202447,0.27488497362810005
0.09,0.2474282721729697,0.2624658661579321
0.1,0.24995324131223573,0.25997830396887733
Final error,0.5584415584415585,0.551948051948052
