eps,eTiOT
0.01,0.21666666666666667
0.02,0.20666666666666667
0.03,0.21333333333333337
0.04,0.21333333333333326
0.05,0.21833333333333327
0.06,0.2283333333333334
0.07,0.2416666666666667
0.08,0.2433333333333333
0.09,0.2566666666666667
0.1,0.2616666666666667
Final error,0.2680412371134021
