len,TAOT,eTiOT,eTAOT
300,0.00975279999999934,0.02692389999999989,0.010175699999999566
500,0.034770599999999874,0.041391599999998974,0.01879860000000022
800,0.08675449999999962,0.08296080000000039,0.031861700000000326
