len,eTiOT,fast_eTiOT,eTAOT
100,0.5827531162649393,0.45617881044745445,0.5154712591320276
200,2.5313320588320494,1.8819126710295677,1.7361884117126465
300,6.223746728152037,3.4642814081162214,2.323918294161558
400,11.433457273989916,7.207955552265048,4.247942687943578
