len,TiOT,TAOT,eTiOT,eTAOT
300,2.3912579000000003,0.00827339999999932,0.024236600000000053,0.011937099999999923
500,12.8288573,0.03079890000000063,0.04572700000000296,0.01849640000000008
700,45.1247113,0.06426810000000671,0.11115749999999025,0.03554889999999489
