len,TAOT,eTiOT,eTAOT
300,0.009388500000000022,0.026577699999999815,0.012451800000000013
500,0.03616339999999951,0.048472199999999965,0.02124959999999998
800,0.09985779999999966,0.08213500000000007,0.03843969999999963
2000,0.6991522999999997,0.7254087999999994,0.25170840000000005
4000,3.8796979999999994,2.375418999999999,1.0458507000000008
8000,21.553628699999997,9.677006399999996,4.567503300000006
10000,34.8637494,15.693954000000005,7.024962599999995
