len,TiOT,TAOT,eTiOT,eTAOT
200,1.2199982,0.00862129999999972,0.01496530000000007,0.01888210000000079
400,13.510818200000001,0.05423950000000133,0.034345399999999415,0.018051499999998555
800,157.2800327,0.3758860000000084,0.10397259999999164,0.043303100000002814
2000,,5.693504599999983,0.7059770999999841,0.2985187999999823
