len,TiOT,TAOT,eTiOT,eTAOT,sinkhorn
100,0.11829850000000075,0.0009731999999997853,0.009643299999999577,0.005878500000000564,0.03995239999999978
200,0.8247667999999999,0.0033913999999999334,0.02076980000000006,0.004248399999999819,0.029945200000000227
300,2.6938972000000003,0.007376900000000575,0.030874100000000126,0.004523400000000066,0.03822410000000076
400,6.756592499999998,0.011146499999998838,0.10225489999999837,0.006344899999998432,0.03761259999999922
500,17.057398399999997,0.021702400000002342,0.15148779999999817,0.010373200000003635,0.03686469999999531
600,42.262428799999995,0.04900069999999346,0.35214059999999847,0.01458159999999964,0.06006039999999757
