len,TAOT,eTiOT,eTAOT
300,0.009198299999999549,0.035734499999999336,0.008372600000000396
500,0.03346939999999954,0.08335769999999965,0.022738399999999714
800,0.09058759999999921,0.1303080999999997,0.03595100000000073
2000,0.6795311000000002,0.9424958000000005,0.22965960000000063
4000,3.408317900000001,4.3743984000000005,1.4460326000000006
6000,11.1500749,10.890264399999996,2.991783000000005
8000,19.048883100000005,21.163015099999996,5.300839299999993
