len,TiOT,TAOT,eTiOT,eTAOT
300,2.6019486,0.009320499999999399,0.016145500000000368,0.008556199999999237
500,15.407942300000002,0.036727100000000235,0.0447361000000015,0.02084250000000054
800,85.673588,0.09701739999999859,0.07514009999999871,0.032896699999994894
4000,,4.114678299999994,3.4950785000000053,1.3857320000000044
