len,TiOT,TAOT,eTiOT,eTAOT
300,2.9759617,0.009610999999999592,0.028722800000000603,0.021225999999999523
500,16.6211494,0.033865900000002114,0.0643550000000026,0.030354800000001347
800,,0.11198519999999945,0.19449230000000028,0.06466689999999886
2000,,0.8222208000000002,0.8347978000000005,0.31655589999999734
4000,,4.840882399999998,3.4786860999999973,1.7353602000000024
