len,TAOT,eTiOT,eTAOT
800,0.09283139999999968,0.08239380000000018,0.036035499999999665
2000,0.6749027000000005,0.6046207999999993,0.2275786000000002
4000,3.9673430000000005,3.3511618,1.3873493000000003
6000,9.393044,6.144279300000001,2.8605312000000005
