eps,eTiOT,eTAOT(w = 0.18),eTAOT(w = 0.9),eTAOT(w = 4.5),euclid,kMeans
0.01,0.1493947895791583,0.14390380761523047,0.2000961923847695,0.1715671342685371,0.3586613226452906,0.1107975951903808
0.04,0.15151102204408817,0.14087374749498993,0.15660120240480957,0.3407615230460922,0.3586613226452906,0.1107975951903808
0.07,0.17547094188376755,0.21987975951903804,0.20375150300601197,0.17901402805611222,0.3586613226452906,0.1107975951903808
0.1,0.2040400801603206,0.2225811623246493,0.18541883767535072,0.231503006012024,0.3586613226452906,0.1107975951903808
