eps,eTiOT,eTAOT(w = 0.4),eTAOT(w = 2),eTAOT(w = 10),euclid,kMeans
0.01,0.4789473684210527,0.5210526315789474,0.33684210526315794,0.4789473684210527,0.2684210526315789,0.5210526315789474
0.03,0.33684210526315794,0.5210526315789474,0.5210526315789474,0.4789473684210527,0.2684210526315789,0.5210526315789474
0.07,0.5210526315789474,0.5210526315789474,0.4789473684210527,0.4789473684210527,0.2684210526315789,0.5210526315789474
0.1,0.33684210526315794,0.5210526315789474,0.4789473684210527,0.4789473684210527,0.2684210526315789,0.5210526315789474
