eps,eTiOT,eTAOT(w = 0.2),eTAOT(w = 1),eTAOT(w = 5),euclid,kMeans
0.01,0.4413793103448276,0.4045977011494253,0.4114942528735632,0.3655172413793103,0.4390804597701149,0.4252873563218391
0.03,0.4413793103448276,0.4045977011494253,0.4114942528735632,0.3655172413793103,0.4390804597701149,0.4252873563218391
0.07,0.4413793103448276,0.4045977011494253,0.26436781609195403,0.3655172413793103,0.4390804597701149,0.4252873563218391
0.1,0.4413793103448276,0.4045977011494253,0.3149425287356322,0.33793103448275863,0.4390804597701149,0.4252873563218391
