eps,eTiOT,eTAOT(w = 0.14),eTAOT(w = 0.7),eTAOT(w = 3.5),euclid,kMeans
0.01,0.13107769423558902,0.1277067669172932,0.1830701754385965,0.16151629072681706,0.18610275689223055,0.21003759398496236
0.05,0.14981203007518795,0.10884711779448619,0.11007518796992477,0.14330827067669172,0.18610275689223055,0.21003759398496236
0.1,0.13660401002506262,0.1188345864661654,0.1562531328320802,0.5716416040100251,0.18610275689223055,0.21003759398496236
