eps,eTiOT,eTAOT(w = 0.02),eTAOT(w = 0.1),eTAOT(w = 0.5),euclid,kMeans
0.01,0.2165914786967419,0.19273182957393487,0.2003884711779449,0.17753132832080198,0.5832330827067669,0.21919799498746873
0.04,0.19298245614035092,0.2372431077694236,0.19016290726817042,0.22907268170426065,0.5832330827067669,0.21919799498746873
0.07,0.21572681704260654,0.2087218045112782,0.20098997493734339,0.2822932330827068,0.5832330827067669,0.21919799498746873
0.1,0.20796992481203003,0.18832080200501256,0.19959899749373433,0.20837092731829576,0.5832330827067669,0.21919799498746873
