eps,eTiOT,eTAOT
0.005,0.25496577264055664,0.24492200650880935
0.01,0.2574533348296114,0.24746567912318096
0.015,0.27000336662551894,0.24750308607339244
0.02,0.2600531178693002,0.255003179590768
0.025,0.2600531178693002,0.25997830396887744
0.03,0.2650656491976209,0.2649534283469869
0.035,0.26757191486178133,0.264953428346987
0.04,0.27254703923989076,0.26744099053604165
0.045,0.2700407735757304,0.26745969401114733
0.05,0.27002207010062473,0.26497213182209256
0.055,0.282534694946321,0.25995960049377176
0.06,0.2774847566677888,0.2574533348296114
0.065,0.27002207010062473,0.25498447611566233
0.07,0.2775034601428944,0.25249691392660756
0.075,0.2600157109190887,0.25249691392660756
0.08,0.2725096322896795,0.25750944525492836
0.085,0.27501589795383985,0.25752814873003416
0.09,0.28002842928216065,0.2650656491976209
0.095,0.2725096322896795,0.2600531178693002
0.1,0.27002207010062473,0.2575655556802454
Final error,0.38848920863309355,0.3597122302158273
