eps,eTiOT,eTAOT
0.01,0.2425466651703886,0.24258407212060007
0.02,0.22752777466053198,0.25004675868776427
0.03,0.20497138368308843,0.23749672689185652
0.04,0.20250252496913923,0.204990087158194
0.05,0.19000860359854865,0.19745258669060706
0.06,0.20248382149403366,0.21750271200389026
0.07,0.20493397673287694,0.20749635282235435
0.08,0.20998391501140912,0.204990087158194
0.09,0.21752141547899606,0.2050087906332997
0.1,0.23007144727490358,0.21752141547899606
Final error,0.21463414634146338,0.23414634146341462
