eps,eTiOT,eTAOT
0.01,0.30555555555555547,0.30555555555555547
0.02,0.30555555555555547,0.30555555555555547
0.03,0.30555555555555547,0.30555555555555547
0.04,0.30555555555555547,0.30555555555555547
0.05,0.30555555555555547,0.30555555555555547
0.06,0.33333333333333337,0.30555555555555547
0.07,0.33333333333333337,0.30555555555555547
0.08,0.33333333333333337,0.33333333333333337
0.09,0.33333333333333337,0.33333333333333337
0.1,0.33333333333333337,0.33333333333333337
Final error,0.25142857142857145,0.2628571428571429
