eps,eTiOT,eTAOT
0.01,0.11111111111111116,0.11111111111111116
0.02,0.11111111111111116,0.11111111111111116
0.03,0.11111111111111116,0.11111111111111116
0.04,0.11111111111111116,0.11111111111111116
0.05,0.11111111111111116,0.11111111111111116
0.06,0.11111111111111116,0.11111111111111116
0.07,0.11111111111111116,0.11111111111111116
0.08,0.11111111111111116,0.11111111111111116
0.09,0.11111111111111116,0.11111111111111116
0.1,0.11111111111111116,0.11111111111111116
Final error,0.1797004991680532,0.23460898502495842
