eps,eTiOT,eTAOT
0.01,0.2063492063492064,0.25396825396825395
0.02,0.2063492063492064,0.25396825396825395
0.03,0.2063492063492064,0.25396825396825395
0.04,0.2063492063492064,0.25396825396825395
0.05,0.2063492063492064,0.25396825396825395
0.06,0.2063492063492064,0.25396825396825395
0.07,0.2063492063492064,0.25396825396825395
0.08,0.2063492063492064,0.25396825396825395
0.09,0.2063492063492064,0.25396825396825395
0.1,0.2063492063492064,0.25396825396825395
Final error,0.17637271214642258,0.23460898502495842
