eps,eTiOT,eTAOT
0.01,0.3769230769230769,0.3666666666666667
0.02,0.37948717948717947,0.36923076923076925
0.03,0.4,0.3897435897435897
0.04,0.42564102564102557,0.42051282051282046
0.05,0.4487179487179488,0.44615384615384623
0.06,0.4538461538461539,0.458974358974359
0.07,0.4820512820512821,0.47435897435897434
0.08,0.5051282051282051,0.5051282051282051
0.09,0.5102564102564102,0.5256410256410255
0.1,0.5307692307692307,0.5282051282051281
Final error,0.2966751918158568,0.30179028132992325
