eps,eTiOT,eTAOT
0.01,0.1725769648000598,0.17510193393932594
0.02,0.1775707926532749,0.1625519021434183
0.03,0.18009576179254105,0.16760184042195048
0.04,0.17508323046422036,0.17005199566079376
0.05,0.1775707926532749,0.167564433471739
0.06,0.18007705831743548,0.16750832304642194
0.07,0.1725769648000598,0.1650207608573674
0.08,0.1725769648000598,0.1700332921856882
0.09,0.16507687128268433,0.17005199566079376
0.1,0.16758313694684468,0.17252085437474285
Final error,0.3381294964028777,0.3237410071942446
