eps,eTiOT,eTAOT
0.005,0.1699397748101597,0.1924774623124977
0.01,0.1899711966483371,0.1724460404743202
0.015,0.1774211648524296,0.1574458534395691
0.02,0.1674335091459994,0.1624209778176785
0.025,0.1699584782852654,0.1699397748101597
0.03,0.1599334156286239,0.1749897130886918
0.035,0.1599521191037295,0.1799648374668013
0.04,0.1649646504320503,0.1724460404743201
0.045,0.1699958852354767,0.1724273369992145
0.05,0.1599521191037295,0.1749523061384805
0.055,0.1774398683275352,0.1724460404743201
0.06,0.1699397748101597,0.1699584782852654
0.065,0.1774585718026409,0.1649459469569446
0.07,0.1749336026633748,0.17992743051659
0.075,0.1699584782852653,0.182452399655856
0.08,0.1649459469569446,0.1874462275090712
0.085,0.1774585718026409,0.1874275240339654
0.09,0.1724460404743201,0.197452586690607
0.095,0.1699584782852654,0.2024651180189279
0.1,0.1774585718026409,0.1949463210264467
Final error,0.3093525179856115,0.3237410071942446
eps_final_error,0.03,0.015
eps_final_error_grid001,0.03,0.02
final_error_grid001,0.3093525179856115,0.3237410071942446
