eps,eTiOT,eTAOT
0.01,0.1824898066060675,0.16997718176037102
0.02,0.1824898066060675,0.17500841656379762
0.03,0.17998354094190694,0.1774772752777466
0.04,0.17498971308869182,0.16750832304642216
0.05,0.16496465043205033,0.1650207608573674
0.06,0.15746455691467476,0.152508136011671
0.07,0.1650207608573674,0.16249579171810125
0.08,0.1599895260539408,0.1699958852354767
0.09,0.16002693300415205,0.18002094789211842
0.1,0.15750196386488613,0.1850334792204391
Final error,0.3453237410071942,0.3453237410071942
