eps,eTiOT,eTAOT
0.005,0.2350839786032246,0.2400965099315453
0.01,0.2426027755957056,0.2375528373171734
0.015,0.2351026820783301,0.2225526502824224
0.02,0.2250963228967942,0.2276025885609546
0.025,0.2150712602401526,0.2375902442673849
0.03,0.2200837915684733,0.2300714472749035
0.035,0.2375715407922792,0.2300714472749038
0.04,0.2300340403246923,0.2200089776680508
0.045,0.2250402124714772,0.2224965398571053
0.05,0.2275277746605318,0.2199715707178393
0.055,0.2225339468073168,0.2124901806755694
0.06,0.2175027120038902,0.2250215089963715
0.065,0.2224965398571053,0.2350278681779074
0.07,0.2274903677103205,0.2500093517375529
0.075,0.2250028055212659,0.2575281487300341
0.08,0.2200089776680508,0.2700594770508361
0.085,0.2225152433322111,0.2875846332248531
0.09,0.2250215089963715,0.3000972580705495
0.095,0.2350278681779075,0.3076160550630306
0.1,0.2500467586877642,0.3076160550630308
Final error,0.2878048780487805,0.2682926829268293
eps_final_error,0.025,0.055
eps_final_error_grid001,0.06,0.05
final_error_grid001,0.248780487804878,0.248780487804878
