$\ell$,"$\mathrm{TiOT}(x^{(\ell)}, x^{(0)})$","$\mathrm{TAOT}_{w=0.2}(x^{(\ell)}, x^{(0)})$","$\mathrm{TAOT}_{w=0.5}(x^{(\ell)}, x^{(0)})$","$\mathrm{TAOT}_{w=0.8}(x^{(\ell)}, x^{(0)})$"
139,0.5589234831420569,0.4914912665407505,0.4729806709920461,0.2129529543618937
140,0.5583165854192642,0.4925545339591884,0.4711982934949929,0.2118300958714893
141,0.5577859657043378,0.4935773865063177,0.4695952210196022,0.21094945321044814
142,0.5572224013175678,0.4944061203637984,0.46815845692178065,0.210155913615779
143,0.5567469030896355,0.4950945959945937,0.46688160637563947,0.20970494072392376
144,0.5563270366207194,0.49599932091953886,0.465343883243766,0.2088492526820438
145,0.5560248262186425,0.49693404649561185,0.4640011043955209,0.20810904277082423
146,0.5555953063132683,0.49772872718285244,0.46256470320425735,0.20741074264770964
147,0.5551538469997708,0.4986852773855121,0.4612113354589069,0.20681289014785098
148,0.5548050190189664,0.49960931966714495,0.46012998767256885,0.20657353299026518
149,0.5547332375611111,0.5006842300535881,0.45928133160523776,0.20665828721652396
150,0.5549554215959474,0.5023864973122667,0.4582562789082366,0.20624675394648093
151,0.5549262030682858,0.5036572403285648,0.45741955575250953,0.20626287223667197
152,0.5552293042412851,0.5053864279646305,0.45645669603177186,0.2058636568427348
153,0.5554398527166013,0.5070131172456068,0.455471176189847,0.20549998473122985
154,0.5552777655268415,0.507708925330524,0.45477155911268335,0.2058757060848632
155,0.5552205243145854,0.5083936122583426,0.454274590476413,0.20648924728573742
156,0.55531228778779,0.5090497343481416,0.4543354958015471,0.20753375905403096
157,0.55614617262115,0.5106097228876499,0.4545887862015526,0.20810416874479876
158,0.5564741332776723,0.5114652441282629,0.4550695074633589,0.20904210807766221
159,0.5567172170897706,0.5123055885843812,0.4553194143917779,0.20995692260337467
160,0.5570162347486188,0.5129176289519312,0.4559776820245209,0.2111162898736162
161,0.5573438552992765,0.5136012411954912,0.45656469168589564,0.21236451777124118
162,0.5587060760967834,0.5153856269251107,0.45707531290775855,0.2130418537660009
163,0.5586845405688181,0.516124020418236,0.45649086398258065,0.2128607088783818
164,0.5594171736837649,0.517373408384306,0.4557586951154072,0.21211594997084116
165,0.5601141598793802,0.5185607493568071,0.45504305181364474,0.2114146854185314
166,0.5608910361621954,0.5200780103111605,0.4547717767542222,0.2112557137423057
167,0.5632819991138246,0.5227693398517145,0.45583023418406876,0.21210441319790757
168,0.5657996807635949,0.5254737945932769,0.4571976388825437,0.2130186864521679
169,0.5675701057790232,0.5275977566609754,0.4574261965508884,0.21300403105401522
170,0.5688668530534744,0.5293380204026253,0.45771217859672386,0.21334627495016098
171,0.5693805668853312,0.5301807879804956,0.4584253626391613,0.21420496904696287
172,0.5696904732879028,0.5307908205560218,0.45913922538789836,0.21528375015748366
173,0.5698666097855758,0.531359793837099,0.45960852479001774,0.21582199847720618
174,0.5696991991501417,0.5314585001018642,0.4596125949750081,0.21584706044232518
175,0.5696280171101401,0.5318191877119064,0.459328768078218,0.21573492044156004
176,0.5700629115707185,0.5325735042641822,0.45891621094632523,0.21530422449506242
177,0.5704992008981645,0.5332530028652226,0.45855423179126237,0.2149086985332249
178,0.5708276911517824,0.5341500569976975,0.45853532269705016,0.21503400073104365
179,0.5711929730322646,0.5350272319064178,0.4585679226820457,0.21522149763674867
180,0.5710937985739104,0.5351094863279443,0.4583486802833483,0.21522658516227847
181,0.5708041629687916,0.5349634810349267,0.45790413120289764,0.21500616489027063
182,0.5703916150780263,0.5345761851163567,0.45774538471316184,0.21497095607582958
183,0.5693791768479396,0.5336945457106302,0.45709542287784644,0.21452749198526627
184,0.5682919072333252,0.5329626297133694,0.45616957934365343,0.21372950601917218
185,0.567910479013549,0.5325803027332151,0.4556740848441972,0.21335006848648044
186,0.5680078646167742,0.5327422141145819,0.45585480292098624,0.21374420684433887
187,0.5673602074348646,0.5323343120648916,0.45518343460631894,0.21314962382679264
188,0.5674412226699505,0.532584678771062,0.45509257155671207,0.21313303531282177
189,0.5678866293225678,0.5332603107528072,0.4552920549199823,0.21328014460264055
190,0.5687422898394007,0.5342355745193507,0.4558619295208759,0.21368350509646966
191,0.569304488158835,0.5349677191292851,0.45637395498889743,0.21417162720438795
192,0.5694134343764877,0.5351054704806526,0.4570864437490428,0.2149731749454363
193,0.5701927514151763,0.5359534532970104,0.45758782738399695,0.2153906266784971
194,0.569451823228801,0.5351229367263943,0.4571590960355817,0.2150162943531964
195,0.5689725794837907,0.5346258692718072,0.45684329290688663,0.21466942768615282
196,0.5685646825384486,0.5340352131618248,0.4566858915938799,0.2145393199323888
197,0.5683099568227933,0.5336661465747491,0.45643255138269917,0.21424970056550624
198,0.567223583905113,0.532535576723845,0.45581022922537656,0.21374338218954053
199,0.5648578934805455,0.530327478767842,0.45439994881718243,0.2130251426840175
200,0.5634775432985856,0.5289557077542097,0.45359505727641297,0.21236187513175214
201,0.5634626685359656,0.5287056257283422,0.45332360308569086,0.211828076567112
202,0.563414705454906,0.5282845191822197,0.45303130894261107,0.21140078819208324
203,0.5626810739292654,0.5274221900273548,0.45261552683256007,0.21093489159340997
204,0.5613748416879718,0.5257196028887948,0.4520860116355354,0.21055751300446277
205,0.5601412651369887,0.5243883308535643,0.4515609911739334,0.2099784967484253
206,0.5593335819095351,0.5233951776444431,0.4511629826635472,0.2093800531882004
207,0.5585858887642368,0.5223600606788399,0.4509334475715305,0.20908081028499156
208,0.5575852855396195,0.5210975145059461,0.4505878480510673,0.20872754097028828
209,0.5559082920164888,0.5190609803825439,0.4501261963921001,0.2083658106574528
210,0.554339842607764,0.5171445538430319,0.44970346150689633,0.20791436607798025
211,0.5533780668449092,0.5157645726174865,0.4495600181232917,0.20765051970600135
212,0.5526418476325583,0.5147979192241546,0.4494521363988891,0.20738882999132893
213,0.5520380538805806,0.5137518873549475,0.44946331570499026,0.20728275049998446
214,0.5504673562663571,0.5116525361367312,0.4490202916201807,0.20691798025296632
215,0.549343353248885,0.5098172822963457,0.4490152850173339,0.20685592118768134
216,0.5479533505335701,0.5077681103422331,0.44885520792762545,0.20670865019947499
217,0.5462132340728457,0.505748656764157,0.44824899214474406,0.20615506208047416
218,0.5457699031563238,0.5047873484494498,0.44816909447829056,0.20582616588722433
219,0.5446070931268534,0.5032172992470262,0.44788157594327427,0.20536696969140622
220,0.5434696635131505,0.5015981645000083,0.44756517167880927,0.20495191037164587
221,0.5418743954443268,0.4997015651639077,0.4467444112026496,0.20426395357641067
222,0.5396198234911909,0.4970668461199822,0.44569043959076154,0.20358917805536003
223,0.5383543115825096,0.4949578277825897,0.4455100375988424,0.2033171401368728
224,0.5374154381058118,0.49319767912795637,0.445548213416544,0.2031930966718226
225,0.536529104319518,0.49122437017465576,0.4456291880881791,0.2032177407250148
226,0.5349806295923772,0.48881064864645374,0.44534434097542513,0.20292430467320668
227,0.5338839786515815,0.4869465187279402,0.4451677364453716,0.20264213566565006
228,0.5326319591735831,0.48520257099338326,0.4448684446912449,0.20236848100208424
229,0.5315321626482806,0.48353196532582643,0.4447828105963148,0.20219414599038407
230,0.530637143371359,0.4817032971229248,0.4447498705649004,0.20216615013301692
231,0.5300461483560606,0.48014385255491343,0.4449053636097591,0.20227290357957792
232,0.5295508782285571,0.4787831436043485,0.44512738606313446,0.20243145821469008
233,0.5288251522639292,0.47708336376803046,0.44527668656796554,0.20251071435966742
234,0.5282174898554239,0.4752165168308521,0.4456037707989141,0.20270158549281558
235,0.5276894429326946,0.47308302794957735,0.4460658325828105,0.2030814512776031
236,0.5272062410832558,0.4709466623134904,0.44655241062908113,0.20355641974504343
237,0.5267311359163367,0.4692289750148226,0.4470296631418707,0.20390102885955724
238,0.5263691077863906,0.46722311418018236,0.4477394203979518,0.20453372025756142
239,0.5260487546669281,0.46519785741740943,0.4484824799958446,0.20520443729368007
240,0.5240295581456352,0.4620915465580348,0.44802676842907024,0.20508202477538787
241,0.5224466195602077,0.459163863072347,0.44799101798154584,0.20522496754892872
242,0.5200125969147783,0.4558496527255062,0.44705808962644794,0.20489121758626977
243,0.5171706733706517,0.45226668832402006,0.4457846593340866,0.20448424934612586
244,0.5151387734020831,0.44904586948485176,0.44537730436376993,0.20448968201396509
245,0.5131595175245517,0.44585957058699655,0.4450660250357992,0.20471297158762708
246,0.5111595350710272,0.4426356799934962,0.44482842857706156,0.2050329652181227
247,0.5085986915812257,0.4390420221783665,0.4439969105004511,0.20506269681727596
248,0.5054852798303441,0.43502612871159796,0.44252384321536536,0.20493870274660975
249,0.5030494115946343,0.43151875251374533,0.4418543488727984,0.2049885095991207
250,0.5016394185798068,0.4285858432999994,0.44216474456042093,0.20541888939208527
251,0.5001917651627844,0.4257887334402496,0.44231230475622324,0.20568369816472978
252,0.49885785650941544,0.4228371427804914,0.44275235398772667,0.2062185845594918
253,0.49648119293295284,0.4192832906621941,0.4422825137931975,0.20644670699520742
254,0.49332032237436296,0.41514804232993835,0.44094391065649075,0.20646223567293545
255,0.4910754859378415,0.4116040078372467,0.4405935308825683,0.206843651501312
256,0.489297809768882,0.40828421741109694,0.44060333920835143,0.20731957097982773
257,0.4873148626768233,0.40491680265129465,0.4404432435053128,0.20773011734167404
258,0.4858259833717117,0.4017307953150944,0.4407443987606721,0.20834437102635545
259,0.48443664417061366,0.3985887416704012,0.4409773770210581,0.20880611717610545
260,0.4830251569961168,0.395412223773961,0.4412039698542903,0.2092348868342877
261,0.48153558030226606,0.39225503148097185,0.4413437109014846,0.20981579676421183
262,0.48038182102836924,0.3891904376512666,0.44175731763239695,0.21046774459562448
263,0.4791794887988645,0.3860382632663413,0.44202552790130206,0.21105964188384335
264,0.477448389871544,0.38307389274411996,0.4416791672202915,0.21129632846115612
265,0.4761314979425537,0.37977604346867816,0.4417870366444359,0.21183333872990254
266,0.4752827701260237,0.3766756460090309,0.4422693114270245,0.2125893158914358
267,0.4739658786837134,0.3732756022234059,0.4423756413968767,0.21326278278078306
268,0.472486995875054,0.3697678239273438,0.44235029515044993,0.21379013885340445
269,0.47095448193574574,0.36632937483924993,0.4422568223758341,0.21428623846830105
270,0.46985284754240325,0.3630348653160178,0.442485904607897,0.21495215399627376
271,0.4687877738187665,0.35976109992792027,0.44281098131029856,0.21568988298141353
272,0.46757537385813286,0.3564102266618534,0.44295723048786184,0.21627478123488905
273,0.4664564927124834,0.3530342934446334,0.4429587891994353,0.2167704150798248
274,0.46543599473821995,0.34971867787942046,0.4430930173090227,0.21742805471793838
275,0.4646361180726125,0.3464989909634344,0.4433596755638275,0.2182488761226982
276,0.4638167674770514,0.3432802455914622,0.44358424745053143,0.2190101322221083
277,0.46259474307028925,0.34007732067335317,0.44328763858006565,0.21936860456228224
278,0.46191823663293535,0.3368475935832517,0.4434769597528745,0.22016276047063024
279,0.461460588176881,0.33370378386614424,0.44388675987214415,0.2210925403081334
280,0.46113317647062035,0.33070373569052447,0.44441155615784234,0.22210653206871192
281,0.45960348585733496,0.3270502246308841,0.44378531753031597,0.22281204777606542
282,0.4578280007954325,0.3234157585810412,0.4428305811918665,0.22329912631749932
283,0.4556256741904351,0.3193954165539447,0.4413945035157029,0.22370094769846324
284,0.45168147763265704,0.31463800903396677,0.4380487890375293,0.22283239639988087
285,0.4483594956995736,0.3099747008826358,0.4353917583351166,0.2223573130352653
286,0.445989303779688,0.30584695278621365,0.4338387765994707,0.22249741321443614
287,0.44237765716844857,0.3009721145798789,0.43084243539186806,0.22195264443877577
288,0.43837096588647384,0.2959667402332976,0.42751199848852667,0.22112737031432353
289,0.4339331102717182,0.2906287291718943,0.42360069707791004,0.22027605599962818
290,0.43046797511057877,0.2859792121833593,0.4208750262108747,0.21989602289761082
291,0.4265230911529803,0.2810783192220949,0.4175667580006118,0.21929639280564753
292,0.4220578030231548,0.276042097893617,0.4137443783776494,0.21829533121965342
293,0.417997380898986,0.27126846877418137,0.4103492091064442,0.21749018322474745
294,0.414499623579218,0.2667366651023364,0.4075172416516341,0.21703397487564974
295,0.4119250067178295,0.26272038306564865,0.40554795272981037,0.21732760717786342
296,0.40849315705243194,0.2583526917987323,0.4025359737172161,0.21694728084032971
297,0.4047914374055623,0.25391863056301206,0.3993369162667211,0.216332952668121
298,0.4007103675790893,0.24944398768200188,0.39573818868361016,0.2155019047467793
299,0.3966716684459382,0.24497075366116264,0.3922539628317183,0.21469165599720816
300,0.3924930137308861,0.24044789808578715,0.3885844566866423,0.2138532645532604
301,0.38842179354790624,0.23601810056225134,0.38499769266172157,0.21306729230234073
302,0.3843508518519021,0.23155416385559405,0.3813171969306822,0.21225010006769088
303,0.3799097172124239,0.2268740669756407,0.3771853448216939,0.21124179425336143
304,0.3755425170758163,0.22224675573331784,0.37319193570906956,0.21023002484718495
305,0.37074626598213717,0.2174648639518326,0.36874584572965907,0.20903527538928832
306,0.36558207214305727,0.21271506334752288,0.36383423165845824,0.20762711455435193
307,0.36030333939435605,0.20804612633912825,0.3588464555896657,0.20618163214294705
308,0.35539122796430844,0.20344518940946488,0.35425290299969214,0.20492591589172723
309,0.34940710696760785,0.19886082518539988,0.34851993979196993,0.20281317551593878
310,0.34400951730203977,0.1942774737402239,0.3433690468073835,0.2012859838577625
311,0.3389111406532875,0.18995876235404488,0.33852218624761027,0.19992401039553429
312,0.33336408620177715,0.1858168859949137,0.3330438960686347,0.19797916695833623
313,0.3283548605344113,0.18157848039060523,0.3281373826615116,0.19660679260094285
314,0.3217384552217777,0.1770262244677671,0.3216388530444365,0.19377557911488377
315,0.31442866150566584,0.1718520791559939,0.3144279839789463,0.19070093675479421
316,0.3071968214358975,0.16709678560827804,0.3071966485873087,0.1874381467245812
317,0.2996011472405073,0.16207030113542198,0.2995314679939532,0.18398571816270387
318,0.29205631821009004,0.15712503838046682,0.29195396285847613,0.18055437217177536
319,0.28470448143707494,0.15237819449755022,0.28441990626657504,0.17713576785516089
320,0.27722791907691846,0.14769876600118104,0.2767893211172138,0.1736084551749337
321,0.26976435152712314,0.1431794866674413,0.2690979175350475,0.17000613530796627
322,0.262331121240511,0.13827790620293828,0.2614750823963897,0.166606660616772
323,0.25479965308932184,0.13354064467512264,0.2536189045903771,0.1630847613934862
324,0.24827624367889467,0.12922956383920897,0.24675490518683937,0.16021273597745983
325,0.24116884278992523,0.12470561694991646,0.2391920089436556,0.15689129385260858
326,0.23457302523549664,0.12042590105661459,0.23197973070321173,0.1537958901502878
327,0.227325739541014,0.11575425293672685,0.22417939285636354,0.15029169727145483
328,0.22033956535003424,0.11107800950738986,0.2167137102393969,0.14697832383185705
329,0.21385423083255994,0.10652312593603117,0.20987228759620397,0.1441780275815702
330,0.2083017573621431,0.10250912643253395,0.20409204366634354,0.14192580769735286
331,0.20192518927400901,0.09828686629408968,0.19727047374448675,0.13893347069598325
332,0.19574409759285596,0.09424095874514846,0.1906821579319993,0.13599587585204145
333,0.18962747660472104,0.09043679907983126,0.18409294504034426,0.1329830549741946
334,0.18344332229541932,0.08661506101928684,0.17751371413092,0.13001461957515723
335,0.17753931730321984,0.08286000750975268,0.17100347284189577,0.1271582607157647
336,0.17184776401109386,0.07942961161433029,0.1646566822156086,0.12444412471109216
337,0.16754633408915412,0.07648228257073243,0.15948125656101309,0.12270097454631321
338,0.16193604785468707,0.07318009797011457,0.1532264488340562,0.11990458939273732
339,0.15550650925787848,0.06955274910538888,0.14626176748091677,0.11651239668863848
340,0.1491183999080224,0.06607144429977554,0.13926812133821473,0.11306835478108523
341,0.1425703816314386,0.06254254620498893,0.1321565379897881,0.10945186652846436
342,0.13611792535053555,0.05910121693524003,0.12502823608744765,0.10585513297872264
343,0.12909670498480416,0.05556193217265121,0.11736147347106662,0.10191797468785294
344,0.12387403913327252,0.052856096134528005,0.11145546552638194,0.09906124745681097
345,0.11840173062202902,0.04996187435667924,0.10540782146078885,0.09594577310551271
346,0.11276377153006677,0.0469519854130847,0.09927993408725379,0.09266311858778634
347,0.10676843872413436,0.04389236873758179,0.09287981386253577,0.0889428828624865
348,0.1010033183875358,0.04108685735302016,0.08686804965604239,0.0852617774186664
349,0.09524760102761995,0.03838712874906374,0.08089833277382955,0.0814541104067252
350,0.08985125983449246,0.035828213748365326,0.07538268576220354,0.07797381617291638
351,0.08321491111916546,0.03301214899169151,0.06917122739898295,0.07355093352187345
352,0.07677608266394961,0.030278670251895113,0.06317164088947051,0.06903511046381189
