w,$\ell= 30$
0.0,0.0
0.1,0.03584782525627802
0.2,0.06660161901863436
0.30000000000000004,0.09510434255526878
0.4,0.12188700238607825
0.5,0.14681805253227845
0.6000000000000001,0.1583728355615093
0.7000000000000001,0.152022687651178
0.8,0.12237010474076779
0.9,0.07289181634595113
1.0,0.005296038223415351
