eps,eTiOT
0.01,0.23367697594501713
0.02,0.20618556701030932
0.03,0.19931271477663226
0.04,0.21305841924398627
0.05,0.23024054982817865
0.06,0.23367697594501713
0.07,0.24398625429553267
0.08,0.25773195876288657
0.09,0.26116838487972505
0.1,0.29209621993127144
