eps,eTiOT
0.01,0.17637271214642258
0.02,0.17637271214642258
0.03,0.17304492512479197
0.04,0.17470881863560728
0.05,0.1780366056572379
0.06,0.1780366056572379
0.07,0.17637271214642258
0.08,0.1797004991680532
0.09,0.1797004991680532
0.1,0.1797004991680532
