eps,eTiOT,eTAOT(w = 0.4),eTAOT(w = 2),eTAOT(w = 10)
0.05,0.1071428571428571,0.0357142857142857,0.1071428571428571,0.0714285714285714
0.06,0.0357142857142857,0.0357142857142857,0.1071428571428571,0.0357142857142857
0.07,0.0714285714285714,0.0357142857142857,0.0714285714285714,0.0357142857142857
0.08,0.0714285714285714,0.0357142857142857,0.0714285714285714,0.0357142857142857
0.09,0.0714285714285714,0.0357142857142857,0.0714285714285714,0.1071428571428571
0.1,0.0714285714285714,0.0357142857142857,0.0,0.25
